Date,FamilyFriendly,Genre,Commentaires,Titre,URL,Vues,Suivant,Profondeur,Chaine,Abonnes
2021-06-07,true,Education,-1,La voiture électrique est-elle écologique ?,https://www.youtube.com/watch?v=zjaUqUozwdc,304005,"['https://www.youtube.com/watch?v=xVroWRO0duI', 'https://www.youtube.com/watch?v=xomW5AHcQ3s', 'https://www.youtube.com/watch?v=pve6rW6BAjg']",3,Le Réveilleur,165K subscribers
2019-07-01,true,Education,-1,Les ressources d'uranium.,https://www.youtube.com/watch?v=uIXEnRB7TXc,129926,"['https://www.youtube.com/watch?v=HMystmGbctw', 'https://www.youtube.com/watch?v=VavjJK7vI30', 'https://www.youtube.com/watch?v=jhJJF5lfytM']",3,Le Réveilleur,165K subscribers
2022-06-03,true,Gaming,-1,Torchlight III - 06 Fourré du guetteur [720p PC]  - No Commentary,https://www.youtube.com/watch?v=q93L-NmVcnE,24,"['https://www.youtube.com/watch?v=Xnmhb2nsPYQ', 'https://www.youtube.com/watch?v=IXyBb2UOQoo', 'https://www.youtube.com/watch?v=1npPzn4CicU']",3,Alm0n D.,<!--css-build:shady-->
2015-05-14,true,Science & Technology,-1,Le MSFR : vers un nucléaire socialement acceptable,https://www.youtube.com/watch?v=FDy9FemEk8Y,11959,"['https://www.youtube.com/watch?v=Na2-RXKNbno', 'https://www.youtube.com/watch?v=QwCAG_fDFZE', 'https://www.youtube.com/watch?v=4nhtOn3qxMo']",3,Fission Liquide,403 subscribers
2013-03-25,true,Science & Technology,-1,Énergie : peut-on changer les règles du jeu ?,https://www.youtube.com/watch?v=pYuBpD0UhVA,13825,"['https://www.youtube.com/watch?v=iJL6aaXv1LQ', 'https://www.youtube.com/watch?v=-ojQYUAvqFo', 'https://www.youtube.com/watch?v=iHAejqkzT18']",3,CEA Paris-Saclay,30.2K subscribers
2022-06-03,true,Travel & Events,-1,"Chapter 21. In a Thatched Hut, with an Old Flame: Jackfruit, Jackals, and the Monsoon",https://www.youtube.com/watch?v=JPf9rJU3-7A,92,"['https://www.youtube.com/watch?v=CYRozSMA4mw', 'https://www.youtube.com/watch?v=OISrDL-mW8I', 'https://www.youtube.com/watch?v=gOfOtkCQVEw']",3,George Graybill,11 subscribers
2020-08-31,true,Gaming,-1,Human Fall Flat - Les déménageurs de l'extrême !!,https://www.youtube.com/watch?v=grIpyKcPmEo,10,"['https://www.youtube.com/watch?v=qJwFTPij9K0', 'https://www.youtube.com/watch?v=mXUvQ0GV7Ts', 'https://www.youtube.com/watch?v=3tZn_3Oee8o']",3,BM Nucky,4 subscribers
2022-06-03,true,Gaming,-1,Les Secrets de Zelda : Wind Waker en Caméra Libre !,https://www.youtube.com/watch?v=rXLPqD5-4i8,15055,"['https://www.youtube.com/watch?v=PMGpxWnjj0Q', 'https://www.youtube.com/watch?v=X8ab0IAtV7k', 'https://www.youtube.com/watch?v=cRThGxZpT2c']",3,Ed Layton,105K subscribers
2022-06-03,true,Gaming,-1,HALO CE ANNIVERSARY EPISODE  10 : deux trahisons ? GAMEPLAY FR + CINEMATICS (2022),https://www.youtube.com/watch?v=YajpRKBnYE8,71,"['https://www.youtube.com/watch?v=ylquOS4T1_Y', 'https://www.youtube.com/watch?v=SA2_QS-025Y', 'https://www.youtube.com/watch?v=QnW9Zt6lKOs']",3,A35 YTB (gaming),<!--css-build:shady-->
2020-09-21,true,People & Blogs,-1,Jancovici 21 09 20- Hydrogène,https://www.youtube.com/watch?v=LF6bMcjCxU4,70536,"['https://www.youtube.com/watch?v=O19HH52mZwE', 'https://www.youtube.com/watch?v=4wmylAORCx8', 'https://www.youtube.com/watch?v=M32YyQ2evew']",3,Claude Cornaz,114 subscribers
2021-06-27,true,Autos & Vehicles,-1,VOITURES HYBRIDES : LE GRAND MENSONGE,https://www.youtube.com/watch?v=jkoC8UYTu-w,876223,"['https://www.youtube.com/watch?v=O5Lv7Dxx9ME', 'https://www.youtube.com/watch?v=lukL2xtPs10', 'https://www.youtube.com/watch?v=hGjf8xUanbk']",3,Voitures &amp; Ingénierie,186K subscribers
2022-06-01,true,News & Politics,Comments are turned off. ,Q° d'actu sur le manque d'enseignants à Paris par Nathalie Maquoi - CP du 01/06/22,https://www.youtube.com/watch?v=i_zeDb-8uU4,78,"['https://www.youtube.com/watch?v=97HEOMSHl_I', 'https://www.youtube.com/watch?v=Jyc14mlvMnI', 'https://www.youtube.com/watch?v=LJnDiyzPaFc']",3,Élu-e-s Génération-s Conseil de Paris,75 subscribers
2021-09-15,true,People & Blogs,-1,Essai conso Peugeot e208 : un si mauvais élève ? (Ioniq 28 challenge),https://www.youtube.com/watch?v=28INPCOWmY8,30251,"['https://www.youtube.com/watch?v=tszonAfmLDw', 'https://www.youtube.com/watch?v=zAZurnbScJM', 'https://www.youtube.com/watch?v=8fV6g7Xsod4']",3,La Chaine EV,17.1K subscribers
2021-06-27,true,Autos & Vehicles,-1,VOITURES HYBRIDES : LE GRAND MENSONGE,https://www.youtube.com/watch?v=jkoC8UYTu-w,876223,"['https://www.youtube.com/watch?v=0t9C9r6JZ3c', 'https://www.youtube.com/watch?v=HE9nLWFZ6ac', 'https://www.youtube.com/watch?v=V5AXBQJqvKM']",3,Voitures &amp; Ingénierie,186K subscribers
2022-06-02,true,Autos & Vehicles,-1,Peter Hanley Motors - 2018 Skoda Octavia AMBITION 1.6TDI 90HP,https://www.youtube.com/watch?v=9XrNaxNipVU,20,"['https://www.youtube.com/watch?v=T-d-IUDIk60', 'https://www.youtube.com/watch?v=9N6-weWPyJ8', 'https://www.youtube.com/watch?v=ZUA7Mk2hspg']",3,Peter Hanley Motors,170 subscribers
2022-06-03,true,News & Politics,-1,Pétrole : l'OPEP veut-elle vraiment freiner la flambée des cours ?,https://www.youtube.com/watch?v=3fdiip_1lDE,2947,"['https://www.youtube.com/watch?v=iRskErxFmD4', 'https://www.youtube.com/watch?v=OvvgWgUSFdQ', 'https://www.youtube.com/watch?v=8xcoAgPca5A']",3,Boursorama,67K subscribers
2020-01-25,true,Howto & Style,-1,SUCCEEDING ZUCCHINI IN THE VEGETABLE GARDEN,https://www.youtube.com/watch?v=MuFOH6Rtm1Y,1195776,"['https://www.youtube.com/watch?v=QPpNSeOnuro', 'https://www.youtube.com/watch?v=r7QqSp3vtdg', 'https://www.youtube.com/watch?v=79Z9jHEI1Bo']",3,Le potager d'Olivier,345K subscribers
2022-05-31,true,Education,Comments are turned off. ,L’enceinte romaine et le chantier de construction,https://www.youtube.com/watch?v=6TSJPeykHJQ,73,"['https://www.youtube.com/watch?v=Z5Dc2SSxRlM', 'https://www.youtube.com/watch?v=MuFOH6Rtm1Y', 'https://www.youtube.com/watch?v=hMhUt_RYNko']",3,Of course Le Mans,288 subscribers
2018-04-16,true,News & Politics,-1,Ô Sud : l'architecture de la ville de Montpellier,https://www.youtube.com/watch?v=7hxHUN_Mw7k,11230,['https://www.youtube.com/watch?v=dKLa66r_wa4'],3,France 3 Occitanie,116K subscribers
2017-07-07,true,Travel & Events,-1,"Les 100 lieux qu'il faut voir - L'Hérault, de Sète à la vallée de l'Hérault...",https://www.youtube.com/watch?v=EFrjlPcQMq8,40479,"['https://www.youtube.com/watch?v=LCVUKTT8Jr8', 'https://www.youtube.com/watch?v=Jpzm-VLfiKk', 'https://www.youtube.com/watch?v=DU6hrJK_8Xc']",3,Tourismesaintguilhem,320 subscribers
2022-06-01,true,People & Blogs,-1,Erreur d'encodage,https://www.youtube.com/watch?v=npFuieorFTs,69,['https://www.youtube.com/watch?v=xvv4IAT4ZSU'],3,YoiAh D-Lezz,85 subscribers
2015-03-07,true,Education,-1,Le cavalier et les 64 cases - Les extraordinaires (TF1) - Micmaths,https://www.youtube.com/watch?v=pEbAr8mbdks,534383,"['https://www.youtube.com/watch?v=jHDbDKOBSq8', 'https://www.youtube.com/watch?v=KIUR3zNab7M', 'https://www.youtube.com/watch?v=SUh-s1_nBuY']",3,Mickaël Launay,560K subscribers
2014-11-21,true,Education,-1,L'incroyable addition 1+2+3+4+...=-1/12 - Micmaths,https://www.youtube.com/watch?v=xqTWRtNDO3U,2492865,"['https://www.youtube.com/watch?v=GnZQOb9YNV4', 'https://www.youtube.com/watch?v=pEbAr8mbdks', 'https://www.youtube.com/watch?v=SdBWrlacvls']",3,Mickaël Launay,560K subscribers
2022-06-01,true,Education,-1,22/ Analyse 2 : Exercice 8,https://www.youtube.com/watch?v=APPY0Fzu71M,109,"['https://www.youtube.com/watch?v=PqXLcJsAK70', 'https://www.youtube.com/watch?v=HGUyizUGjp4', 'https://www.youtube.com/watch?v=EAs3O6C0l0U']",3,SIGMA,<!--css-build:shady-->
2021-10-31,true,Travel & Events,-1,Top 10 things to do in Clermont-Ferrand (France),https://www.youtube.com/watch?v=rIeydz0r1WI,11243,"['https://www.youtube.com/watch?v=m2yJ8kjH0Ek', 'https://www.youtube.com/watch?v=uZqRCq2zAOE', 'https://www.youtube.com/watch?v=fKS6SApMS8w']",3,Olivier François,411 subscribers
2015-01-04,true,News & Politics,-1,Turbulences en avion: comment un pilote vole-t-il dans un orage?,https://www.youtube.com/watch?v=vKRF7Ir1UvY,1662708,"['https://www.youtube.com/watch?v=HjVfFUusSMg', 'https://www.youtube.com/watch?v=QSKVQMosDaQ', 'https://www.youtube.com/watch?v=iIs_wCE5sxc']",3,BFMTV,1.29M subscribers
2022-06-03,true,Howto & Style,-1,IDÉE REÇUE N°4 : LA PEAU NOIRE N'EST PAS BELLE ! Euhh... Qu'est-ce qui s'est passé ?,https://www.youtube.com/watch?v=sjITrtieU-k,170,"['https://www.youtube.com/watch?v=tYf3CpbqAVo', 'https://www.youtube.com/watch?v=Unzc731iCUY', 'https://www.youtube.com/watch?v=cfLDyv4kSQA']",3,Afi et LA DIFFÉRENCE,173 subscribers
2021-04-26,true,Education,-1,Voiture électrique: un problème de batterie ?,https://www.youtube.com/watch?v=xVroWRO0duI,187918,"['https://www.youtube.com/watch?v=zjaUqUozwdc', 'https://www.youtube.com/watch?v=_sqYx8K_m9c', 'https://www.youtube.com/watch?v=BpTkZDcj12o']",4,Le Réveilleur,165K subscribers
2021-10-11,true,Autos & Vehicles,-1,Erreur d'encodage,https://www.youtube.com/watch?v=xomW5AHcQ3s,68742,"['https://www.youtube.com/watch?v=0PpVJPvC5vA', 'https://www.youtube.com/watch?v=Ot3cSBS5L98', 'https://www.youtube.com/watch?v=PJXp8RZXfuM']",4,Petites Observations Automobiles,271K subscribers
2022-06-02,true,Comedy,-1,Sublime orage HP type méso cyclone très violent arrivant sur Clermont Ferrand Auvergne 02/06/2022,https://www.youtube.com/watch?v=pve6rW6BAjg,101,"['https://www.youtube.com/watch?v=rIeydz0r1WI', 'https://www.youtube.com/watch?v=PURPts2zMmE', 'https://www.youtube.com/watch?v=JAa2ljVTtLg']",4,Alexis MOGRERAS,266 subscribers
2019-07-26,true,Education,-1,"Fonctionnement des centrales nucléaires (canicule, tritium, durée de vie...).",https://www.youtube.com/watch?v=HMystmGbctw,154377,"['https://www.youtube.com/watch?v=0xGx22MHXJM', 'https://www.youtube.com/watch?v=tjEHCGUx9JQ', 'https://www.youtube.com/watch?v=FAvN5NIX290']",4,Le Réveilleur,165K subscribers
2021-12-12,true,Entertainment,-1,Sur la piste du traffic d'uranium,https://www.youtube.com/watch?v=VavjJK7vI30,226967,"['https://www.youtube.com/watch?v=RrjnIk8reAQ', 'https://www.youtube.com/watch?v=lf9VeD88aw4', 'https://www.youtube.com/watch?v=bOzHq_PieXs']",4,Documentaire Société,1.21M subscribers
2022-05-31,true,People & Blogs,-1,"POSEZ MOI VOS QUESTIONS ! ( voyage astral, la terre plate etc.. )",https://www.youtube.com/watch?v=jhJJF5lfytM,195,"['https://www.youtube.com/watch?v=xfP0a_Sli0Y', 'https://www.youtube.com/watch?v=mnAo6T2JhS4', 'https://www.youtube.com/watch?v=7rOdmncD9Bw']",4,Le Voyageur de L’ Astral,295 subscribers
2022-05-26,true,Gaming,-1,Torchlight III - 05 Chenil [720p PC]  - No Commentary,https://www.youtube.com/watch?v=Xnmhb2nsPYQ,5,"['https://www.youtube.com/watch?v=SMSOh5VsUIo', 'https://www.youtube.com/watch?v=f0e-Soo1qFQ', 'https://www.youtube.com/watch?v=1pL7buBDE6M']",4,Alm0n D.,<!--css-build:shady-->
2022-06-01,true,People & Blogs,-1,Variole du singe : vers une nouvelle pandémie ?,https://www.youtube.com/watch?v=IXyBb2UOQoo,254690,"['https://www.youtube.com/watch?v=xQjppHg7hGc', 'https://www.youtube.com/watch?v=c80ELzCNmec', 'https://www.youtube.com/watch?v=Q_tYN-lNIDc']",4,Ligne Droite • La matinale de Radio Courtoisie,84.2K subscribers
2022-06-03,true,Entertainment,-1,Pokémon BOUCLIER épisode 1 le commencement d'une aventure,https://www.youtube.com/watch?v=1npPzn4CicU,78,"['https://www.youtube.com/watch?v=X8ab0IAtV7k', 'https://www.youtube.com/watch?v=ZD2Ol6m2fzc', 'https://www.youtube.com/watch?v=w47LZJ1tra8']",4,Zarc-Phalkonne,119 subscribers
2018-06-15,true,Science & Technology,-1,Les réacteurs à sels fondus : une filière pour le nucléaire du futur ? partie 1,https://www.youtube.com/watch?v=Na2-RXKNbno,3170,"['https://www.youtube.com/watch?v=5CoZjHUZx9Q', 'https://www.youtube.com/watch?v=gqbACT3knFg', 'https://www.youtube.com/watch?v=fkjDNhUrWLI']",4,CECONFGM,472 subscribers
2020-04-17,true,Education,-1,"Jean-Marc Jancovici, considérations sur le vélo, 16 avril 2020",https://www.youtube.com/watch?v=QwCAG_fDFZE,26113,"['https://www.youtube.com/watch?v=6B56B50f7Tc', 'https://www.youtube.com/watch?v=l2AIF0GtVYk', 'https://www.youtube.com/watch?v=3QkbsyX9oNw']",4,Littlebigfred,896 subscribers
2022-06-03,true,People & Blogs,-1,Erreur d'encodage,https://www.youtube.com/watch?v=4nhtOn3qxMo,24,"['https://www.youtube.com/watch?v=BhuLW1wyMVE', 'https://www.youtube.com/watch?v=IpIJPHmPkwg', 'https://www.youtube.com/watch?v=Dmd3Xdfa-JE']",4,Assises de la Parité,270 subscribers
2017-11-14,true,Science & Technology,-1,Conférence : Les messagers de l'astro révolution,https://www.youtube.com/watch?v=iJL6aaXv1LQ,32647,"['https://www.youtube.com/watch?v=9D9g2qZaunA', 'https://www.youtube.com/watch?v=ULIeuLZdDN8', 'https://www.youtube.com/watch?v=FAvN5NIX290']",4,CEA Sciences,21.4K subscribers
2019-12-10,true,Music,-1,Teri Moïse  - Je serai là (Clip officiel),https://www.youtube.com/watch?v=-ojQYUAvqFo,1613467,"['https://www.youtube.com/watch?v=2Ele6h2MIs4', 'https://www.youtube.com/watch?v=7WUawRHfiu0', 'https://www.youtube.com/watch?v=iX4EPpRtNys']",4,100% Chanson Française,223K subscribers
2022-06-03,true,Nonprofits & Activism,-1,Un Bout des Médias - Réunion Publique #1 (02/06/22),https://www.youtube.com/watch?v=iHAejqkzT18,58,"['https://www.youtube.com/watch?v=WSWZveR8N4o', 'https://www.youtube.com/watch?v=i-hJdihkmMA', 'https://www.youtube.com/watch?v=LJnDiyzPaFc']",4,Un Bout des Médias,288 subscribers
2022-06-02,true,Nonprofits & Activism,-1,31st Annual Emerald Awards,https://www.youtube.com/watch?v=CYRozSMA4mw,402,"['https://www.youtube.com/watch?v=AtvTNhtx8jE', 'https://www.youtube.com/watch?v=ejZFWQQ2k1Y', 'https://www.youtube.com/watch?v=RO5SipBC4Ps']",4,Alberta Emerald Foundation,292 subscribers
2022-06-01,true,People & Blogs,-1,June 2022 Energy Update,https://www.youtube.com/watch?v=OISrDL-mW8I,96058,"['https://www.youtube.com/watch?v=-VWxGyboFYE', 'https://www.youtube.com/watch?v=4E6cD-VWhQY', 'https://www.youtube.com/watch?v=qn7DSzv5mog']",4,LeeHarrisEnergy,250K subscribers
2022-06-01,true,People & Blogs,-1,How Mindfulness Supports Trauma Recovery: Live Talk / Q&amp;A,https://www.youtube.com/watch?v=gOfOtkCQVEw,146,"['https://www.youtube.com/watch?v=BQ2_BwqcFsc', 'https://www.youtube.com/watch?v=ouZrZa5pLXk', 'https://www.youtube.com/watch?v=DUm8bjxrUZY']",4,Deanna Danger,42 subscribers
2020-09-14,true,Gaming,-1,"<span dir=""auto"" class=""style-scope yt-formatted-string"">Human Fall Flat - À l'assaut du château  </span><a class=""yt-simple-endpoint style-scope yt-formatted-string"" spellcheck=""false"" href=""/hashtag/pt"" dir=""auto"">#Pt</a><span dir=""auto"" class=""style-scope yt-formatted-string""> 1</span>",https://www.youtube.com/watch?v=qJwFTPij9K0,6,"['https://www.youtube.com/watch?v=I7p0EXE-ezk', 'https://www.youtube.com/watch?v=PMtBChstbak', 'https://www.youtube.com/watch?v=wd95quBdDhM']",4,BM Nucky,4 subscribers
2022-06-03,true,Gaming,-1,J'ai construit ce sous-marin 100% fonctionnel ! - Minecraft Moddé S6 | Episode 37,https://www.youtube.com/watch?v=mXUvQ0GV7Ts,411675,"['https://www.youtube.com/watch?v=Exq0nxvqjF0', 'https://www.youtube.com/watch?v=tsWSihmbjuY', 'https://www.youtube.com/watch?v=adWq5i6TOMA']",4,Fuze III,2.44M subscribers
2022-06-03,true,Gaming,-1,Kawa et PjChris démarrent une Stargate [We Were Here Forever] Partie Finale,https://www.youtube.com/watch?v=3tZn_3Oee8o,76,"['https://www.youtube.com/watch?v=yWWCDhqcCd8', 'https://www.youtube.com/watch?v=Rk4BYnhmRsc', 'https://www.youtube.com/watch?v=9V5nfVZ6uIk']",4,naracheuR,30 subscribers
2021-11-05,true,Gaming,-1,Pourquoi le Shiny Lock existe-t-il ?,https://www.youtube.com/watch?v=PMGpxWnjj0Q,70769,"['https://www.youtube.com/watch?v=e842oITTEWI', 'https://www.youtube.com/watch?v=1fVKXNw5fkE', 'https://www.youtube.com/watch?v=aao3pH4lfuI']",4,Ed Layton,105K subscribers
2022-06-03,true,Gaming,-1,Les DÉTAILS CACHÉS du NOUVEAU TRAILER de Pokémon Écarlate et Pokémon Violet,https://www.youtube.com/watch?v=X8ab0IAtV7k,21924,"['https://www.youtube.com/watch?v=GvzciaXw348', 'https://www.youtube.com/watch?v=Ujr-33Bb8cc', 'https://www.youtube.com/watch?v=U3Kg-rbuSg0']",4,Malison le Professeur Lapin,43.4K subscribers
2022-06-03,true,Gaming,-1,LET'S PLAY - Super Metroid/Link to the Past RANDOMIZER: Royalement perdu  - ÉPISODE 6,https://www.youtube.com/watch?v=cRThGxZpT2c,44,"['https://www.youtube.com/watch?v=tqfhLHTSxuQ', 'https://www.youtube.com/watch?v=YKEeJIbWeYM', 'https://www.youtube.com/watch?v=FvhWcqFwoJo']",4,HistorioJutra,56 subscribers
2022-06-03,true,Gaming,-1,Erreur d'encodage,https://www.youtube.com/watch?v=ylquOS4T1_Y,176,"['https://www.youtube.com/watch?v=YajpRKBnYE8', 'https://www.youtube.com/watch?v=MKyYweQoFQ8', 'https://www.youtube.com/watch?v=qddbs66-EbI']",4,A35 YTB (gaming),<!--css-build:shady-->
2022-05-03,true,Film & Animation,-1,Erreur d'encodage,https://www.youtube.com/watch?v=SA2_QS-025Y,311456,"['https://www.youtube.com/watch?v=0b-7QIS8te4', 'https://www.youtube.com/watch?v=xddJ3ojDUgs', 'https://www.youtube.com/watch?v=GubT0NOQuxY']",4,Cinéma Trash,113K subscribers
2022-06-03,true,Gaming,-1,[PS2] Ratatouille #1 : La Vie Palpitant d'un Rat a la campagne : [HD/FR],https://www.youtube.com/watch?v=QnW9Zt6lKOs,202,"['https://www.youtube.com/watch?v=NblPu695Z40', 'https://www.youtube.com/watch?v=1npPzn4CicU', 'https://www.youtube.com/watch?v=RgBrqOWS4O0']",4,Volgar,23 subscribers
2020-11-17,true,People & Blogs,Comments are turned off. ,Chronique JM Jancovici - Voiture Electrique - France Culture,https://www.youtube.com/watch?v=O19HH52mZwE,33105,"['https://www.youtube.com/watch?v=6Zg1mSPbVBg', 'https://www.youtube.com/watch?v=o8-iVKAaN_Q', 'https://www.youtube.com/watch?v=pve6rW6BAjg']",4,Ecole Emile Friant,52 subscribers
2022-05-17,true,Science & Technology,-1,Pourquoi ce katana est surpuissant ?,https://www.youtube.com/watch?v=4wmylAORCx8,2540579,"['https://www.youtube.com/watch?v=w4aUdQn0iZs', 'https://www.youtube.com/watch?v=ApL6NZw-pTM', 'https://www.youtube.com/watch?v=9mfeCryQg3A']",4,Dr Nozman,4.2M subscribers
2022-06-03,true,People & Blogs,-1,Erreur d'encodage,https://www.youtube.com/watch?v=M32YyQ2evew,136,"['https://www.youtube.com/watch?v=-X49VQgi86E', 'https://www.youtube.com/watch?v=dTlf2TC90Ek', 'https://www.youtube.com/watch?v=qZ4MhCwAtxQ']",4,Sa Baa,52 subscribers
2022-03-05,true,Autos & Vehicles,-1,2022 :  LES MARQUES DE VOITURE LES MOINS FIABLES,https://www.youtube.com/watch?v=O5Lv7Dxx9ME,629232,"['https://www.youtube.com/watch?v=gBuIqXD4NW4', 'https://www.youtube.com/watch?v=7pifvmL41X8', 'https://www.youtube.com/watch?v=ZXF9bkv3xGg']",4,Voitures &amp; Ingénierie,186K subscribers
2021-06-18,true,Autos & Vehicles,-1,La voiture électrique: un désastre écologique?,https://www.youtube.com/watch?v=lukL2xtPs10,115389,"['https://www.youtube.com/watch?v=eneFM5Pfk7k', 'https://www.youtube.com/watch?v=K92JFG_BAxI', 'https://www.youtube.com/watch?v=hLP3SXXDjao']",4,Tesla News France,52.4K subscribers
2022-06-03,true,Science & Technology,-1,[Salon de l'herbe] Mélanges céréales - protéagineux : une réponse au changement climatique,https://www.youtube.com/watch?v=hGjf8xUanbk,39,"['https://www.youtube.com/watch?v=kJQdz78buEw', 'https://www.youtube.com/watch?v=jeRn6RBby1E', 'https://www.youtube.com/watch?v=kpZxhUkM7po']",4,Réussir,272 subscribers
2022-06-01,true,News & Politics,-1,"<span dir=""auto"" class=""style-scope yt-formatted-string"">Meeting de la Nouvelle Union Populaire Écologique et Sociale à Paris - </span><a class=""yt-simple-endpoint style-scope yt-formatted-string"" spellcheck=""false"" href=""/hashtag/nupesparis"" dir=""auto"">#NupesParis</a>",https://www.youtube.com/watch?v=97HEOMSHl_I,149180,"['https://www.youtube.com/watch?v=b2c7zbKoows', 'https://www.youtube.com/watch?v=R7hIs-0pQ2o', 'https://www.youtube.com/watch?v=6iHFRDXYScc']",4,JEAN-LUC MÉLENCHON,771K subscribers
2022-05-31,true,News & Politics,Comments are turned off. ,Intervention de Nathalie Maquoi sur les comptes administratifs 2021 - CP du 31/05/22,https://www.youtube.com/watch?v=Jyc14mlvMnI,44,"['https://www.youtube.com/watch?v=tYf3CpbqAVo', 'https://www.youtube.com/watch?v=dTlf2TC90Ek', 'https://www.youtube.com/watch?v=q2cUmaOvnOE']",4,Élu-e-s Génération-s Conseil de Paris,75 subscribers
2022-06-03,true,News & Politics,Comments are turned off. ,Hommage au sénateur Howard Wetston,https://www.youtube.com/watch?v=LJnDiyzPaFc,50,"['https://www.youtube.com/watch?v=1d288QrXFfI', 'https://www.youtube.com/watch?v=MuFOH6Rtm1Y', 'https://www.youtube.com/watch?v=bD85RD7jvQE']",4,Yuen Pau Woo,21 subscribers
