Date,FamilyFriendly,Genre,Commentaires,Titre,URL,Vues,Suivant,Profondeur,Chaine,Abonnes
2022-04-27,true,News & Politics,268,Comment l’idéologie woke infiltre la société ?,https://www.youtube.com/watch?v=_P2Kjea2YEQ,38371,"['https://www.youtube.com/watch?v=Zwb5CNqMlr8', 'https://www.youtube.com/watch?v=xvNIyCZQgj0', 'https://www.youtube.com/watch?v=F-IOOOPnIF4']",3,Sud Radio,636K subscribers
2021-06-12,true,Entertainment,"1,434",Michel Onfray était l'invité d'Apolline de Malherbe -,https://www.youtube.com/watch?v=7LNi-Xk9T48,258193,"['https://www.youtube.com/watch?v=365KYGVpSbM', 'https://www.youtube.com/watch?v=r_e4u0rwpxg', 'https://www.youtube.com/watch?v=f-gRsBNDXK8']",3,BFMTV,1.29M subscribers
2022-02-22,true,Howto & Style,"3,077","Juan Branco : ""Où Macron réussira-t-il à vivre après son quinquennat ?""",https://www.youtube.com/watch?v=MaYLox0-wgg,1124955,"['https://www.youtube.com/watch?v=OvvgWgUSFdQ', 'https://www.youtube.com/watch?v=X5yRIPifHdQ', 'https://www.youtube.com/watch?v=g9iUG7fZCNM']",3,Sud Radio,636K subscribers
2020-11-13,true,Entertainment,"5,084",Nicolas Sarkozy était l’invité exceptionnel de Ruth Elkrief,https://www.youtube.com/watch?v=ftC5qBZS2ZQ,886309,"['https://www.youtube.com/watch?v=oSu2D59ve34', 'https://www.youtube.com/watch?v=7tu15CD6qT0', 'https://www.youtube.com/watch?v=isK7fY73q8M']",3,BFMTV,1.29M subscribers
2022-01-13,true,News & Politics,"1,549","Professeur Éric Caumes sur la vaccination : ""On a fait une erreur stratégique""",https://www.youtube.com/watch?v=0lWGuWHZabc,471236,"['https://www.youtube.com/watch?v=CoDVIG2kYzY', 'https://www.youtube.com/watch?v=D8hvDKHIxKw', 'https://www.youtube.com/watch?v=FMYcAUb_JNE']",3,Europe 1,1.06M subscribers
2022-01-09,true,News & Politics,"1,792","En toute vérité avec Dr Gérald Kierzek et Alexandre Jardin : Crise du Covid, en fait-on trop ?",https://www.youtube.com/watch?v=OuGxiT9oLhA,457712,"['https://www.youtube.com/watch?v=JxnZaJNosUA', 'https://www.youtube.com/watch?v=7vVuq5Llub0', 'https://www.youtube.com/watch?v=FhUmXLrvfos']",3,Sud Radio,636K subscribers
2022-05-10,true,Nonprofits & Activism,"1,467","Pour une révolution politique, poétique et philosophique avec l'astrophysicien Aurélien Barrau",https://www.youtube.com/watch?v=94IxSYo5wtM,445014,"['https://www.youtube.com/watch?v=XO4q9oVrWWw', 'https://www.youtube.com/watch?v=J-DVS5az6jg', 'https://www.youtube.com/watch?v=A-VYejgUCP4']",3,France Inter,842K subscribers
2022-06-01,true,People & Blogs,816,«&nbsp;Poutine à la Cour pénale internationale ? Bush est toujours dans l’antichambre !&nbsp;» - Pierre Conesa,https://www.youtube.com/watch?v=OvvgWgUSFdQ,241017,"['https://www.youtube.com/watch?v=lwaRXj-AlMI', 'https://www.youtube.com/watch?v=MCnFkgV8Eso', 'https://www.youtube.com/watch?v=--Dfa7eRUAE']",3,Sud Radio,636K subscribers
2022-05-25,true,News & Politics,"1,021","Pr Peyromaure : ""Le confinement et le pass vaccinal ont été des mesures alimentées par la peur""",https://www.youtube.com/watch?v=asgHKNE0RXI,218926,"['https://www.youtube.com/watch?v=uAqg78f5MIg', 'https://www.youtube.com/watch?v=MCnFkgV8Eso', 'https://www.youtube.com/watch?v=Hs5o4MHuZKg']",3,Europe 1,1.06M subscribers
2022-06-03,true,News & Politics,417,"Massacre d'Oradour-sur-Glane : ""On pensait que la 2nd Guerre Mondiale était finie"" - R Hébras",https://www.youtube.com/watch?v=GESBkTA2Faw,15650,"['https://www.youtube.com/watch?v=5pGR3yAEnLY', 'https://www.youtube.com/watch?v=By5G3KqCx08', 'https://www.youtube.com/watch?v=g9iUG7fZCNM']",3,Sud Radio,636K subscribers
2022-04-07,true,Film & Animation,266,Les Gangsters de la finance - HSBC - Blanchiment - Corruption - Documentaire Monde - MP,https://www.youtube.com/watch?v=GzOsIeJGFVc,414676,"['https://www.youtube.com/watch?v=LuHwNt8J0Uw', 'https://www.youtube.com/watch?v=Sk8CjngdHz0', 'https://www.youtube.com/watch?v=IXyBb2UOQoo']",4,Notre Monde,89.8K subscribers
2022-02-25,true,News & Politics,"3,877",[EN DIRECT]  Quels sont les objectifs de Vladimir Poutine en Ukraine [IDRISS ABERKANE],https://www.youtube.com/watch?v=ei2qTdOYW8Q,914252,"['https://www.youtube.com/watch?v=GI3eeInVfFM', 'https://www.youtube.com/watch?v=HFAzxA-grmU', 'https://www.youtube.com/watch?v=PbDWbzw-xbg']",4,Idriss J. Aberkane,568K subscribers
2021-12-23,true,News & Politics,80,"Hayek expliqué par Charles Gave dans ""l'Economie expliquée par mon père"".",https://www.youtube.com/watch?v=XOSuFQj_eBk,20122,"['https://www.youtube.com/watch?v=5iN1I4CII6g', 'https://www.youtube.com/watch?v=NStwnOh9AsU', 'https://www.youtube.com/watch?v=zV98rFZ93Zk']",4,Institut des Libertés,167K subscribers
2022-02-12,true,Film & Animation,"5,017",DOCUMENTAIRE PYRAMIDE LE GRAND VIRAGE 4K,https://www.youtube.com/watch?v=zZcNVxu59Vc,665978,"['https://www.youtube.com/watch?v=2Vd-AaKIa5w', 'https://www.youtube.com/watch?v=zaHLXhLIQ0k', 'https://www.youtube.com/watch?v=_6HWKQ1q4p0']",4,LE GRAND VIRAGE,8.74K subscribers
2022-05-17,true,News & Politics,554,"Crise de l'eau, planète terre invivable ? Emma Haziza [EN DIRECT]",https://www.youtube.com/watch?v=5ysUySSNW3M,548629,"['https://www.youtube.com/watch?v=tr_IBgFhsSY', 'https://www.youtube.com/watch?v=A-VYejgUCP4', 'https://www.youtube.com/watch?v=i9dVo3mhpSU']",4,Thinkerview,977K subscribers
2019-07-02,true,News & Politics,Comments are turned off. ,Cash investigation - Multinationales : hold-up sur nos fruits et légumes (Intégrale),https://www.youtube.com/watch?v=Mgd0_jv6TS4,1263180,"['https://www.youtube.com/watch?v=wZT3drAYIzo', 'https://www.youtube.com/watch?v=yQPdI9EtxfM', 'https://www.youtube.com/watch?v=MuFOH6Rtm1Y']",4,Cash Investigation,421K subscribers
2022-02-23,true,Howto & Style,"3,572","Le jeûne, une nouvelle thérapie ? | ARTE",https://www.youtube.com/watch?v=hPXQH6gOuJM,2587411,"['https://www.youtube.com/watch?v=kTAQFmQ6SOo', 'https://www.youtube.com/watch?v=PbDWbzw-xbg', 'https://www.youtube.com/watch?v=9_EWtbtxiac']",4,ARTE,2.44M subscribers
2019-07-01,true,News & Politics,810,Envoyé spécial. Qu’est-ce qu’on mange ? - 27 juin 2019 (France 2),https://www.youtube.com/watch?v=uCVly_8M5f8,1153396,"['https://www.youtube.com/watch?v=7RXHDEi79EI', 'https://www.youtube.com/watch?v=Rja_Riy_90M', 'https://www.youtube.com/watch?v=iC55TTq5qkM']",4,Envoyé Spécial,478K subscribers
2021-08-06,true,Entertainment,269,MANGER SAINEMENT : UN COMBAT,https://www.youtube.com/watch?v=T9hLE1BJT4w,179927,"['https://www.youtube.com/watch?v=AG5BPwZO_0o', 'https://www.youtube.com/watch?v=P_KeK-_NLpU', 'https://www.youtube.com/watch?v=26aqxKHosCo']",4,Enquêtes et Reportages,149K subscribers
2020-06-14,true,News & Politics,"1,054",TRICASTIN : VERS UN FUKUSHIMA FRANÇAIS ?,https://www.youtube.com/watch?v=54cEvUOm5rM,121226,"['https://www.youtube.com/watch?v=HFIj8r6fKpU', 'https://www.youtube.com/watch?v=Ov1qBTLn9TE', 'https://www.youtube.com/watch?v=ErEOsV3var0']",4,Le Média,747K subscribers
2018-03-14,true,News & Politics,Comments are turned off. ,Cash investigation -  L'eau : scandale dans nos tuyaux (Intégrale),https://www.youtube.com/watch?v=IZFkrXduDP4,1926751,"['https://www.youtube.com/watch?v=w2PZQ-XprQU', 'https://www.youtube.com/watch?v=xq6JAnorgv8', 'https://www.youtube.com/watch?v=pjULdLxdZeg']",4,Cash Investigation,421K subscribers
2018-09-28,true,Entertainment,187,"L’énergie géothermique, source inépuisable du futur",https://www.youtube.com/watch?v=EZSwOLd4UOI,189938,"['https://www.youtube.com/watch?v=dUv3U9w1xz4', 'https://www.youtube.com/watch?v=uO0nbpTcr5I', 'https://www.youtube.com/watch?v=_p8wMK913y0']",4,imineo Documentaires,1.26M subscribers
2022-04-15,true,Science & Technology,108,Le défi des bâtisseurs | La cathédrale de Strasbourg  | ARTE,https://www.youtube.com/watch?v=htybo2xkNsY,121746,"['https://www.youtube.com/watch?v=E_WlyH-0kOs', 'https://www.youtube.com/watch?v=zktVwboSjuo', 'https://www.youtube.com/watch?v=TqrvDKpJOWU']",4,ARTE,2.44M subscribers
2022-03-29,true,Nonprofits & Activism,193,26 mars 2022 - Conférence d'Aurélien Barrau suivie des questions du public.,https://www.youtube.com/watch?v=o1IKhe817kw,25457,"['https://www.youtube.com/watch?v=eeZ6EZBodxw', 'https://www.youtube.com/watch?v=0D_lRyuprE8', 'https://www.youtube.com/watch?v=WX3-Yn4VKYs']",4,LAC CHABLAIS,158 subscribers
2022-02-05,true,Film & Animation,387,Mont-Saint-Michel - Le labyrinthe de l’archange | ARTE,https://www.youtube.com/watch?v=n2IUfk0z5Is,819518,"['https://www.youtube.com/watch?v=jl9S7Q_XPHo', 'https://www.youtube.com/watch?v=Dms0ZssGLw8', 'https://www.youtube.com/watch?v=rtzYbp4lyqo']",4,ARTE,2.44M subscribers
2021-02-23,true,Entertainment,455,A Country Seeking Revenge - Hitler and the Nazis,https://www.youtube.com/watch?v=KxJE_wexII4,330652,"['https://www.youtube.com/watch?v=o98IN4GhDQY', 'https://www.youtube.com/watch?v=DjUqB9CXPc4', 'https://www.youtube.com/watch?v=dZjbg0xjc00']",4,La 2de Guerre Mondiale,86.5K subscribers
2020-02-19,true,Entertainment,"4,756",The secrets of Mein Kampf,https://www.youtube.com/watch?v=4xDOfxSh2XY,1956750,"['https://www.youtube.com/watch?v=DjUqB9CXPc4', 'https://www.youtube.com/watch?v=cV6W6iHjmoE', 'https://www.youtube.com/watch?v=I6m5-5lqHSw']",4,Culture Tube,170K subscribers
2013-10-03,true,Education,"1,045","The Battle of Kursk, the terrible defeat of Hitler",https://www.youtube.com/watch?v=vHeBfSZDUVc,1012522,"['https://www.youtube.com/watch?v=4ovFbvCA7_w', 'https://www.youtube.com/watch?v=V6iObR434ME', 'https://www.youtube.com/watch?v=C3wXLexNDiI']",4,imineo Documentaires,1.26M subscribers
2020-08-11,true,Science & Technology,51,"Initiation - Etoiles à neutrons, quasars, trous noirs... - Patrick LECUREUIL",https://www.youtube.com/watch?v=t65Y--FguZw,103987,"['https://www.youtube.com/watch?v=0F9o5DZN4xQ', 'https://www.youtube.com/watch?v=UaFj5b5-04s', 'https://www.youtube.com/watch?v=ULIeuLZdDN8']",4,Festival d'Astronomie de Fleurance,13.9K subscribers
2020-12-11,true,Science & Technology,23,"En direct d'Arrakis : rencontre avec Roland Lehoucq, J-Sébastien Steyer et Fabrice Chemla",https://www.youtube.com/watch?v=2GWWEgzNpmU,3440,"['https://www.youtube.com/watch?v=GWLDMhAT0Hc', 'https://www.youtube.com/watch?v=tZQ4yeEumMg', 'https://www.youtube.com/watch?v=UPaE-wosaP4']",4,Le Bélial',622 subscribers
2020-08-12,true,Science & Technology,33,Conférence du soir - Le temps cosmologique - Nathalie PALANQUE-DELABROUILLE,https://www.youtube.com/watch?v=ZESC4JAKSdY,20118,"['https://www.youtube.com/watch?v=YqSnVzPEb2Q', 'https://www.youtube.com/watch?v=mjmMjafMCzw', 'https://www.youtube.com/watch?v=LBOeph__dqA']",4,Festival d'Astronomie de Fleurance,13.9K subscribers
2022-03-25,true,News & Politics,2,Philippe Collin - Le fantôme de Philippe Pétain,https://www.youtube.com/watch?v=7U-20hE336g,1727,"['https://www.youtube.com/watch?v=1MSKk0RW5Jw', 'https://www.youtube.com/watch?v=iohSg5kHzmU', 'https://www.youtube.com/watch?v=CohtlwBZP5I']",4,librairie mollat,82.4K subscribers
2019-07-17,true,Education,274,"1979 : Neil Armstrong invité des ""Dossiers de L'Ecran""  | Archive INA",https://www.youtube.com/watch?v=etW5ZOve2q0,105080,"['https://www.youtube.com/watch?v=Zy8cUQqrH5M', 'https://www.youtube.com/watch?v=cTkZ70SRViU', 'https://www.youtube.com/watch?v=DGzg4JrBMg8']",4,INA Histoire,181K subscribers
2020-12-31,true,Film & Animation,"1,557",Jacques le successeur de Jésus ? | L'origine du christianisme ( Episode 2) | ARTE,https://www.youtube.com/watch?v=R2Dngz6YuHw,303259,"['https://www.youtube.com/watch?v=F3Ty7_n_rB4', 'https://www.youtube.com/watch?v=8xfOI5zvwmw', 'https://www.youtube.com/watch?v=nO_ORvS52Zg']",4,ARTE,2.44M subscribers
